date,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2007-02-09,1620.198,158.066,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,14188.3,79.2,12.0,6.0,3.0,1.0
2007-02-10,2829.328,192.974,240.0368263888889,8.303749999999999,5071.0,2831.0,14404.999999999998,24848.466666666667,79.2,12.0,6.0,3.0,1.0
2007-02-11,3571.228,204.31399999999996,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,39211.46666666667,79.2,12.0,6.0,3.0,1.0
2007-02-12,1877.61,136.704,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,17150.5,79.2,12.0,6.0,3.0,1.0
2007-02-13,1414.546,134.678,241.16685416666667,4.14375,0.0,2828.0,6255.999999999999,14491.766666666666,79.2,12.0,6.0,3.0,1.0
2007-02-14,2498.672,202.506,240.3753888888889,7.315138888888888,3295.0000000000005,3793.0,11579.0,22977.533333333333,79.2,12.0,6.0,3.0,1.0
2007-02-15,1985.346,165.964,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,16698.1,79.2,12.0,6.0,3.0,1.0
2007-02-16,1702.528,151.686,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,17679.466666666667,79.2,12.0,6.0,3.0,1.0
2007-02-17,2076.912,238.968,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,23467.199999999997,79.2,12.0,6.0,3.0,1.0
2007-02-18,3829.762,255.522,239.17080555555557,11.238888888888889,6107.0,8003.0,13128.999999999998,36590.36666666667,79.2,12.0,6.0,3.0,1.0
2007-02-19,2186.614,176.584,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,18824.566666666666,79.2,12.0,6.0,3.0,1.0
2007-02-20,3149.9280000000003,187.15799999999996,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,35536.80000000001,79.2,12.0,6.0,3.0,1.0
2007-02-21,2072.874,189.87,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,17140.899999999994,79.2,12.0,6.0,3.0,1.0
2007-02-22,3374.1643393602226,138.1458692628651,238.62353963838666,9.870792767732963,1410.95966620306,4134.742698191933,12268.038942976356,38422.33101529903,79.2,12.0,6.0,3.0,1.0
2007-02-23,1313.48,149.344,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,10602.333333333332,79.2,12.0,6.0,3.0,1.0
2007-02-24,714.922,122.20199999999998,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,7990.366666666667,79.2,12.0,6.0,3.0,1.0
2007-02-25,501.74,113.736,241.6815486111111,1.462222222222222,0.0,329.0,1659.9999999999998,6373.333333333334,79.2,12.0,6.0,3.0,1.0
2007-02-26,568.484,108.27999999999999,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,6313.733333333334,79.2,12.0,6.0,3.0,1.0
2007-02-27,518.112,113.204,242.94427083333332,1.5245833333333334,0.0,314.0,1923.9999999999998,6397.199999999999,79.2,12.0,6.0,3.0,1.0
2007-02-28,520.774,113.372,242.15959027777777,1.5284722222222222,0.0,340.0,1972.9999999999998,6366.5666666666675,79.2,12.0,6.0,3.0,1.0
2007-03-01,517.564,107.628,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,6330.066666666666,41.4,13.0,3.0,0.0,0.0
2007-03-02,515.688,107.008,240.59159722222225,1.5068055555555557,0.0,340.0,1968.9999999999998,6285.799999999999,41.4,13.0,3.0,0.0,0.0
2007-03-03,819.122,134.992,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,8708.033333333333,41.4,13.0,3.0,0.0,0.0
2007-03-04,2090.7,175.682,240.0297986111111,6.158194444444444,1475.9999999999998,8711.0,9408.0,15249.999999999993,41.4,13.0,3.0,0.0,0.0
2007-03-05,2660.332,205.956,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,16476.86666666667,41.4,13.0,3.0,0.0,0.0
2007-03-06,1246.5,186.148,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,14335.0,41.4,13.0,3.0,0.0,0.0
2007-03-07,2375.206,171.2,240.3235625,6.935,1076.0,4761.0,15513.0,18236.76666666667,41.4,13.0,3.0,0.0,0.0
2007-03-08,1572.132,187.404,240.66542361111112,4.665138888888889,2180.0,3385.0000000000005,6655.0,13982.2,41.4,13.0,3.0,0.0,0.0
2007-03-09,1272.612,119.238,240.88846527777778,3.73125,1093.0,345.0,8631.0,11141.2,41.4,13.0,3.0,0.0,0.0
2007-03-10,2484.712,243.528,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,20880.86666666667,41.4,13.0,3.0,0.0,0.0
2007-03-11,3480.636,173.374,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,40280.6,41.4,13.0,3.0,0.0,0.0
2007-03-12,1950.6680000000001,134.422,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,15914.133333333339,41.4,13.0,3.0,0.0,0.0
2007-03-13,1290.144,126.718,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,10970.400000000001,41.4,13.0,3.0,0.0,0.0
2007-03-14,1793.364,157.522,240.77729166666666,5.2675,3485.0,480.0,8607.0,17317.4,41.4,13.0,3.0,0.0,0.0
2007-03-15,1884.814,159.326,240.28049305555552,5.523194444444444,0.0,3262.9999999999995,11036.0,17114.566666666666,41.4,13.0,3.0,0.0,0.0
2007-03-16,1702.0540000000003,130.208,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,17287.56666666667,41.4,13.0,3.0,0.0,0.0
2007-03-17,2028.09,127.068,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,18959.5,41.4,13.0,3.0,0.0,0.0
2007-03-18,2371.046,241.44999999999996,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,19728.433333333334,41.4,13.0,3.0,0.0,0.0
2007-03-19,2152.518,144.764,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,17423.300000000003,41.4,13.0,3.0,0.0,0.0
2007-03-20,2086.228,164.87,240.8156388888889,6.151249999999999,3745.0000000000005,2837.0,11255.0,16933.466666666667,41.4,13.0,3.0,0.0,0.0
2007-03-21,2142.092,142.83,240.98664583333334,6.237222222222223,1865.0,4133.0,12334.999999999998,17368.533333333333,41.4,13.0,3.0,0.0,0.0
2007-03-22,1454.978,113.826,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,12698.633333333335,41.4,13.0,3.0,0.0,0.0
2007-03-23,1309.008,119.488,241.64547916666666,3.80375,1127.0,777.0,8369.0,11543.8,41.4,13.0,3.0,0.0,0.0
2007-03-24,2968.4300000000003,191.024,239.70447222222222,8.703333333333333,3707.0,5797.0,16381.999999999998,23587.833333333343,41.4,13.0,3.0,0.0,0.0
2007-03-25,3338.4423627519104,236.13598332175124,240.0327588603197,9.722307157748435,4633.217512161223,3602.5017373175815,9364.503127171647,38040.48366921472,41.4,13.0,3.0,0.0,0.0
2007-03-26,1416.082,160.966,241.3368125,4.183055555555556,1088.0,344.0,9096.0,13073.366666666665,41.4,13.0,3.0,0.0,0.0
2007-03-27,1105.14,151.726,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,11703.0,41.4,13.0,3.0,0.0,0.0
2007-03-28,2333.898,196.51800000000003,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,15361.300000000003,41.4,13.0,3.0,0.0,0.0
2007-03-29,1590.406,198.69599999999997,240.5366875,4.676805555555556,1162.0,459.99999999999994,10724.0,14160.766666666666,41.4,13.0,3.0,0.0,0.0
2007-03-30,1402.394,181.128,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,13594.233333333334,41.4,13.0,3.0,0.0,0.0
2007-03-31,3509.51,231.504,239.26077083333334,10.264722222222222,2620.0,7707.000000000001,17682.0,30482.833333333336,41.4,13.0,3.0,0.0,0.0
2007-04-01,2785.9519999999998,202.552,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,16893.533333333333,5.2,1.0,1.0,0.0,0.0
2007-04-02,1960.7779999999998,174.336,240.46011805555557,5.71263888888889,1755.0,970.0000000000001,16641.0,13313.633333333328,5.2,1.0,1.0,0.0,0.0
2007-04-03,1642.82,168.76,240.50495833333335,4.84625,3630.0,1042.0,7637.0,15071.333333333332,5.2,1.0,1.0,0.0,0.0
2007-04-04,2051.868,172.318,240.33178472222224,5.98625,3434.0000000000005,420.0,14748.0,15595.800000000003,5.2,1.0,1.0,0.0,0.0
2007-04-05,1844.078,244.538,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,14848.633333333335,5.2,1.0,1.0,0.0,0.0
2007-04-06,1601.14,143.214,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,12053.666666666668,5.2,1.0,1.0,0.0,0.0
2007-04-07,1553.924,138.73,240.37859027777776,4.564583333333333,1127.0,3111.0000000000005,5923.000000000001,15737.733333333334,5.2,1.0,1.0,0.0,0.0
2007-04-08,1608.816,135.882,240.34918055555556,4.719861111111111,0.0,485.00000000000006,3544.9999999999995,22783.6,5.2,1.0,1.0,0.0,0.0
2007-04-09,1000.92,160.10999999999999,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,9700.0,5.2,1.0,1.0,0.0,0.0
2007-04-10,777.3640000000001,148.94,240.8137013888889,2.347361111111111,209.00000000000003,741.9999999999999,2572.0,9433.06666666667,5.2,1.0,1.0,0.0,0.0
2007-04-11,887.482,192.446,241.1548263888889,2.61875,0.0,1112.0,6421.0,7258.366666666667,5.2,1.0,1.0,0.0,0.0
2007-04-12,537.706,147.812,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,6602.766666666666,5.2,1.0,1.0,0.0,0.0
2007-04-13,551.022,151.64,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,6637.700000000001,5.2,1.0,1.0,0.0,0.0
2007-04-14,554.268,155.61,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,6651.799999999999,5.2,1.0,1.0,0.0,0.0
2007-04-15,726.164,171.544,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,8183.733333333334,5.2,1.0,1.0,0.0,0.0
2007-04-16,952.39,186.074,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,8960.166666666666,5.2,1.0,1.0,0.0,0.0
2007-04-17,1223.734,218.354,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,12275.566666666666,5.2,1.0,1.0,0.0,0.0
2007-04-18,998.246,165.224,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0000000000005,11273.433333333334,5.2,1.0,1.0,0.0,0.0
2007-04-19,1028.658,149.66,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,9058.3,5.2,1.0,1.0,0.0,0.0
2007-04-20,822.58,145.64600000000002,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,8781.666666666666,5.2,1.0,1.0,0.0,0.0
2007-04-21,1673.6559999999997,212.658,239.21323611111112,5.035694444444444,6575.0,463.00000000000006,11129.0,9727.266666666663,5.2,1.0,1.0,0.0,0.0
2007-04-22,2233.714,267.194,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,19575.566666666666,5.2,1.0,1.0,0.0,0.0
2007-04-23,1054.566,135.64,237.23564583333334,3.264166666666666,1402.0,505.99999999999994,6005.000000000001,9663.099999999999,5.2,1.0,1.0,0.0,0.0
2007-04-24,1032.1,135.264,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.000000000001,8869.666666666664,5.2,1.0,1.0,0.0,0.0
2007-04-25,1264.162,164.736,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,10788.366666666665,5.2,1.0,1.0,0.0,0.0
2007-04-26,1275.466,163.606,234.7872986111111,3.92375,1324.0,1845.0,7163.0,10925.766666666666,5.2,1.0,1.0,0.0,0.0
2007-04-27,1094.332,161.928,235.21616666666668,3.3125,1772.0,545.0,4756.0,11165.866666666665,5.2,1.0,1.0,0.0,0.0
2007-04-28,1673.6559999999997,203.684,241.04625,5.035694444444444,2007.0,2457.0,12571.0,10859.266666666663,5.2,1.0,1.0,0.0,0.0
2007-04-29,1649.602,200.33499999999998,240.79425694444444,4.830811086016524,1662.5,1265.0,9628.575052119528,14937.291614547137,5.2,1.0,1.0,0.0,0.0
2007-04-30,1395.527,165.91199999999998,241.24560069444445,4.084236111111111,1001.1995827538249,646.5,7328.0,14283.083750579508,5.2,1.0,1.0,0.0,0.0
2007-05-01,1663.858,181.60800000000003,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,14184.966666666667,102.4,15.0,7.0,5.0,0.0
2007-05-02,1003.486,160.092,235.58207638888888,3.1415277777777777,7.0,1490.0000000000002,3754.0,11473.766666666666,102.4,15.0,7.0,5.0,0.0
2007-05-03,1090.238,150.942,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,6703.633333333335,102.4,15.0,7.0,5.0,0.0
2007-05-04,998.128,174.74,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,9848.466666666667,102.4,15.0,7.0,5.0,0.0
2007-05-05,1563.0520000000001,174.102,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,9341.866666666672,102.4,15.0,7.0,5.0,0.0
2007-05-06,2102.104,182.33599999999998,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,20776.066666666666,102.4,15.0,7.0,5.0,0.0
2007-05-07,1643.664,168.918,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,12080.400000000001,102.4,15.0,7.0,5.0,0.0
2007-05-08,1789.292,181.61200000000002,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,14452.533333333333,102.4,15.0,7.0,5.0,0.0
2007-05-09,1665.736,183.484,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,9639.266666666666,102.4,15.0,7.0,5.0,0.0
2007-05-10,707.884,168.314,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,7057.0666666666675,102.4,15.0,7.0,5.0,0.0
2007-05-11,979.1539999999999,132.096,235.22975694444443,3.027638888888889,926.0000000000001,491.0,6471.000000000001,8431.23333333333,102.4,15.0,7.0,5.0,0.0
2007-05-12,1441.5660000000003,209.172,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,10296.100000000002,102.4,15.0,7.0,5.0,0.0
2007-05-13,1634.738,220.66999999999996,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,12261.633333333335,102.4,15.0,7.0,5.0,0.0
2007-05-14,1467.782,298.552,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,13353.033333333333,102.4,15.0,7.0,5.0,0.0
2007-05-15,904.392,111.182,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,9347.2,102.4,15.0,7.0,5.0,0.0
2007-05-16,1692.944,135.894,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,11169.733333333334,102.4,15.0,7.0,5.0,0.0
2007-05-17,1231.816,131.188,235.86845833333334,3.720972222222222,1014.0000000000001,2073.0,7687.0,9756.266666666666,102.4,15.0,7.0,5.0,0.0
2007-05-18,1631.53,171.258,235.9945972222222,4.876666666666666,3270.0,3912.9999999999995,8116.0,11893.166666666668,102.4,15.0,7.0,5.0,0.0
2007-05-19,1429.442,167.858,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,11589.033333333333,102.4,15.0,7.0,5.0,0.0
2007-05-20,1968.328,187.532,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,18041.466666666667,102.4,15.0,7.0,5.0,0.0
2007-05-21,1120.062,117.28,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,9139.7,102.4,15.0,7.0,5.0,0.0
2007-05-22,1132.852,128.916,235.48057638888892,3.3998611111111114,931.0,3966.0000000000005,3984.0,9999.866666666665,102.4,15.0,7.0,5.0,0.0
2007-05-23,1464.936,165.878,234.81249305555554,4.3975,956.0,3792.0,8119.0,11548.599999999999,102.4,15.0,7.0,5.0,0.0
2007-05-24,1154.388,135.56,235.5460625,3.462083333333333,955.0,4116.0,4746.0,9422.8,102.4,15.0,7.0,5.0,0.0
2007-05-25,1614.2200000000003,174.588,234.44720138888886,4.863472222222222,8060.0,586.0,6539.0,11718.666666666672,102.4,15.0,7.0,5.0,0.0
2007-05-26,1512.248,174.24,235.0698888888889,4.562777777777778,2373.0,2754.0,8628.0,11449.133333333335,102.4,15.0,7.0,5.0,0.0
2007-05-27,2153.808,219.894,234.90843750000002,6.5065277777777775,4366.0,5534.0,10444.0,15552.800000000003,102.4,15.0,7.0,5.0,0.0
2007-05-28,1637.468,151.1,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,12678.133333333335,102.4,15.0,7.0,5.0,0.0
2007-05-29,1061.34,113.244,235.6943472222222,3.2072222222222218,0.0,1907.0,4332.0,11450.0,102.4,15.0,7.0,5.0,0.0
2007-05-30,1609.866,147.058,234.83139583333335,4.8284722222222225,2250.0,5948.0,7804.0,10829.099999999999,102.4,15.0,7.0,5.0,0.0
2007-05-31,938.55,129.586,235.09652777777777,2.7918055555555554,935.0,477.0,3552.0,10678.5,102.4,15.0,7.0,5.0,0.0
2007-06-01,1045.6441417651145,143.28150104239054,235.32332175121613,3.1356497567755386,0.0,483.3356497567755,7669.3259207783185,9274.740792216815,52.6,10.0,5.0,1.0,0.0
2007-06-02,1484.362,166.108,234.4690277777778,4.474027777777778,3971.0,1250.0,7633.000000000001,11885.366666666665,52.6,10.0,5.0,1.0,0.0
2007-06-03,2108.026,182.458,234.762375,6.352916666666667,4985.0,7529.0,8334.0,14285.76666666667,52.6,10.0,5.0,1.0,0.0
2007-06-04,911.618,223.19200000000004,234.7480694444444,2.8222222222222224,1585.0,836.0000000000001,4533.0,8239.633333333333,52.6,10.0,5.0,1.0,0.0
2007-06-05,1458.892,255.69199999999998,234.6927638888889,4.465138888888889,4484.0,1027.0,6448.0,12355.866666666665,52.6,10.0,5.0,1.0,0.0
2007-06-06,1694.8149548297426,231.2205698401668,234.62163307852677,5.108825573314802,3331.3134120917302,829.5760945100765,11671.104933981931,12414.921473245307,52.6,10.0,5.0,1.0,0.0
2007-06-07,985.0020000000001,172.334,234.47880555555554,2.9823611111111115,985.0,699.0,3959.0,10773.7,52.6,10.0,5.0,1.0,0.0
2007-06-08,2148.046,229.73199999999997,236.19744444444444,6.448194444444444,2799.0,11440.0,11380.0,10181.76666666667,52.6,10.0,5.0,1.0,0.0
2007-06-09,1088.5393437945793,232.7993152639087,240.70545649072753,3.2562054208273894,875.09272467903,612.154065620542,6768.616262482169,9886.459343794584,52.6,10.0,5.0,1.0,0.0
2007-06-10,1340.812,239.09199999999998,240.84428472222223,4.005694444444444,4202.0,1923.9999999999998,5983.0,10237.866666666665,52.6,10.0,5.0,1.0,0.0
2007-06-11,794.654,194.63400000000001,240.85674999999998,2.4179166666666667,0.0,487.0,5328.0,7429.233333333334,52.6,10.0,5.0,1.0,0.0
2007-06-12,918.766,216.416,240.2248958333333,2.8586111111111108,1882.0,475.0,3898.0,9057.766666666666,52.6,10.0,5.0,1.0,0.0
2007-06-13,927.272,208.26,240.39760416666667,2.8175,957.0,857.0,5216.0,8424.533333333333,52.6,10.0,5.0,1.0,0.0
2007-06-14,1259.084,231.69599999999997,239.84778472222223,3.783333333333333,3322.0,2147.0,7054.0,8461.733333333334,52.6,10.0,5.0,1.0,0.0
